"","awards","person","detail","result","year","url","X","Awardee","Gender"
"4005","Best Sound Effects Editing","Das Boot "," Mike Le-Mare","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",37,"Film",""
"4006","Best Sound Effects Editing","Poltergeist "," Stephen Hunter Flick and Richard Anderson","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",37,"Film",""
"4007","Best Supporting Actor","Louis Gossett Jr. "," An Officer and a Gentleman as Gunnery Sergeant Emil Foley","winner",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",22,"Person","Male"
"4008","Best Supporting Actor","Charles Durning "," The Best Little Whorehouse in Texas as The Governor","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",22,"Person","Male"
"4009","Best Supporting Actor","John Lithgow "," The World According to Garp as Roberta Muldoon","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",22,"Person","Male"
"4010","Best Supporting Actor","James Mason "," The Verdict as Ed Concannon","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",22,"Person","Male"
"4011","Best Supporting Actor","Robert Preston "," Victor/Victoria as Carol ""Toddy"" Todd","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",22,"Person","Male"
"4012","Best Supporting Actress","Jessica Lange "," Tootsie as Julie Nichols","winner",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",23,"Person","Female"
"4013","Best Supporting Actress","Glenn Close "," The World According to Garp as Jenny Fields","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",23,"Person","Female"
"4014","Best Supporting Actress","Teri Garr "," Tootsie as Sandra ""Sandy"" Lester","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",23,"Person","Female"
"4015","Best Supporting Actress","Kim Stanley "," Frances as Lillian Van Ornum Farmer","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",23,"Person","Female"
"4016","Best Supporting Actress","Lesley Ann Warren "," Victor/Victoria as Norma Cassidy","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",23,"Person","Female"
"4017","Best Visual Effects","E.T. the Extra-Terrestrial "," Carlo Rambaldi, Dennis Muren, and Kenneth F. Smith","winner",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",24,"Film",""
"4018","Best Visual Effects","Blade Runner "," Douglas Trumbull, Richard Yuricich, and David Dryer","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",24,"Film",""
"4019","Best Visual Effects","Poltergeist "," Richard Edlund, Michael Wood, and Bruce Nicholson","nominated",1983,"https://en.wikipedia.org/wiki/55th_Academy_Awards",24,"Film",""
"4020","Best Actor","Henry Fonda "," On Golden Pond as Norman Thayer Jr.","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",1,"Person","Male"
"4021","Best Actor","Warren Beatty "," Reds as John Silas ""Jack"" Reed","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",1,"Person","Male"
"4022","Best Actor","Burt Lancaster "," Atlantic City as Lou Pascal","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",1,"Person","Male"
"4023","Best Actor","Dudley Moore "," Arthur as Arthur Bach","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",1,"Person","Male"
"4024","Best Actor","Paul Newman "," Absence of Malice as Michael Gallagher","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",1,"Person","Male"
"4025","Best Actress","Katharine Hepburn "," On Golden Pond as Ethel Thayer","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",2,"Person","Female"
"4026","Best Actress","Diane Keaton "," Reds as Louise Bryant","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",2,"Person","Female"
"4027","Best Actress","Marsha Mason "," Only When I Laugh as Georgia Hines","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",2,"Person","Female"
"4028","Best Actress","Susan Sarandon "," Atlantic City as Sally Matthews","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",2,"Person","Female"
"4029","Best Actress","Meryl Streep "," The French Lieutenant's Woman as Sarah Woodruff/Anna","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",2,"Person","Female"
"4030","Best Animated Short Film","Crac "," Frédéric Back","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",5,"Film",""
"4031","Best Animated Short Film","The Creation "," Will Vinton","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",5,"Film",""
"4032","Best Animated Short Film","The Tender Tale of Cinderella Penguin "," Janet Perlman","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",5,"Film",""
"4033","Best Art Direction","Raiders of the Lost Ark "," Art Direction: Norman Reynolds and Leslie Dilley; Set Decoration: Michael Ford","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",29,"Film",""
"4034","Best Art Direction","The French Lieutenant's Woman "," Art Direction: Assheton Gorton; Set Decoration: Ann Mollo","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",29,"Film",""
"4035","Best Art Direction","Heaven's Gate "," Art Direction: Tambi Larsen; Set Decoration: Jim Berkey","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",29,"Film",""
"4036","Best Art Direction","Ragtime "," Art Direction: John Graysmark, Patrizia von Brandenstein and Anthony Reading; Set Decoration: George DeTitta Sr., George DeTitta Jr. and Peter Howitt","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",29,"Film",""
"4037","Best Art Direction","Reds "," Art Direction: Richard Sylbert; Set Decoration: Michael Seirton","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",29,"Film",""
"4038","Best Cinematography","Reds "," Vittorio Storaro","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",6,"Film",""
"4039","Best Cinematography","Excalibur "," Alex Thomson","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",6,"Film",""
"4040","Best Cinematography","On Golden Pond "," Billy Williams","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",6,"Film",""
"4041","Best Cinematography","Ragtime "," Miroslav Ondricek","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",6,"Film",""
"4042","Best Cinematography","Raiders of the Lost Ark "," Douglas Slocombe","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",6,"Film",""
"4043","Best Costume Design","Chariots of Fire "," Milena Canonero","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",7,"Film",""
"4044","Best Costume Design","The French Lieutenant's Woman "," Tom Rand","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",7,"Film",""
"4045","Best Costume Design","Pennies from Heaven "," Bob Mackie","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",7,"Film",""
"4046","Best Costume Design","Ragtime "," Anna Hill Johnstone","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",7,"Film",""
"4047","Best Costume Design","Reds "," Shirley Russell","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",7,"Film",""
"4048","Best Director","Warren Beatty "," Reds","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",8,"Person",""
"4049","Best Director","Louis Malle "," Atlantic City","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",8,"Person",""
"4050","Best Director","Hugh Hudson "," Chariots of Fire","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",8,"Person",""
"4051","Best Director","Mark Rydell "," On Golden Pond","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",8,"Person",""
"4052","Best Director","Steven Spielberg "," Raiders of the Lost Ark","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",8,"Person",""
"4053","Best Documentary Feature","Genocide "," Arnold Schwartzman and Rabbi Marvin Hier","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",10,"Film",""
"4054","Best Documentary Feature","Against Wind and Tide: A Cuban Odyssey "," Suzanne Bauman, Paul Neshamkin and Jim Burroughs","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",10,"Film",""
"4055","Best Documentary Feature","Brooklyn Bridge "," Ken Burns","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",10,"Film",""
"4056","Best Documentary Feature","Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott "," Mary Benjamin, Susanne Simpson and Boyd Estus","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",10,"Film",""
"4057","Best Documentary Feature","El Salvador: Another Vietnam "," Glenn Silber and Tete Vasconcellos","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",10,"Film",""
"4058","Best Documentary Short Subject","Close Harmony "," Nigel Noble","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",31,"Film",""
"4059","Best Documentary Short Subject","Americas in Transition "," Obie Benz","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",31,"Film",""
"4060","Best Documentary Short Subject","Journey for Survival "," Dick Young","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",31,"Film",""
"4061","Best Documentary Short Subject","See What I Say "," Linda Chapman, Pam LeBlanc and Freddi Stevens","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",31,"Film",""
"4062","Best Documentary Short Subject","Urge to Build "," Roland Hallé and John Hoover","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",31,"Film",""
"4063","Best Film Editing","Raiders of the Lost Ark "," Michael Kahn","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",11,"Film",""
"4064","Best Film Editing","Chariots of Fire "," Terry Rawlings","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",11,"Film",""
"4065","Best Film Editing","The French Lieutenant's Woman "," John Bloom","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",11,"Film",""
"4066","Best Film Editing","On Golden Pond "," Robert L. Wolfe (posthumous nomination)","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",11,"Film",""
"4067","Best Film Editing","Reds "," Dede Allen and Craig McKay","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",11,"Film",""
"4068","Best Foreign Language Film","Mephisto (Hungary)",NA,"winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",12,"Film",""
"4069","Best Foreign Language Film","The Boat Is Full (Switzerland)",NA,"nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",12,"Film",""
"4070","Best Foreign Language Film","Man of Iron (Poland)",NA,"nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",12,"Film",""
"4071","Best Foreign Language Film","Muddy River (Japan)",NA,"nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",12,"Film",""
"4072","Best Foreign Language Film","Three Brothers (Italy)",NA,"nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",12,"Film",""
"4073","Best Live Action Short Film","Violet "," Paul Kemp and Shelley Levinson","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",13,"Film",""
"4074","Best Live Action Short Film","Couples and Robbers "," Christine Oestreicher","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",13,"Film",""
"4075","Best Live Action Short Film","First Winter "," John N. Smith","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",13,"Film",""
"4076","Best Makeup","An American Werewolf in London "," Rick Baker","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",30,"Film",""
"4077","Best Makeup","Heartbeeps "," Stan Winston","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",30,"Film",""
"4078","Best Original Score","Chariots of Fire "," Vangelis","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",15,"Film",""
"4079","Best Original Score","On Golden Pond "," Dave Grusin","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",15,"Film",""
"4080","Best Original Score","Dragonslayer "," Alex North","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",15,"Film",""
"4081","Best Original Score","Ragtime "," Randy Newman","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",15,"Film",""
"4082","Best Original Score","Raiders of the Lost Ark "," John Williams","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",15,"Film",""
"4083","Best Original Song","""Arthur's Theme (Best That You Can Do)"" from Arthur "," Music by Burt Bacharach; Lyrics by Carole Bayer Sager, Christopher Cross and Peter Allen","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",17,"Film",""
"4084","Best Original Song","""Endless Love"" from Endless Love "," Music and Lyrics by Lionel Richie","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",17,"Film",""
"4085","Best Original Song","""The First Time It Happens"" from The Great Muppet Caper "," Music and Lyrics by Joe Raposo","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",17,"Film",""
"4086","Best Original Song","""For Your Eyes Only"" from For Your Eyes Only "," Music by Bill Conti; Lyrics by Mick Leeson","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",17,"Film",""
"4087","Best Original Song","""One More Hour"" from Ragtime "," Music and Lyrics by Randy Newman","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",17,"Film",""
"4088","Best Picture","Chariots of Fire "," David Puttnam, producer","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",18,"Film",""
"4089","Best Picture","Atlantic City "," Denis Héroux and John Kemeny, producers","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",18,"Film",""
"4090","Best Picture","On Golden Pond "," Bruce Gilbert, producer","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",18,"Film",""
"4091","Best Picture","Raiders of the Lost Ark "," Frank Marshall, producer","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",18,"Film",""
"4092","Best Picture","Reds "," Warren Beatty, producer","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",18,"Film",""
"4093","Best Screenplay Based on Material from Another Medium","On Golden Pond "," Ernest Thompson based on his play","winner",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",45,"Film",""
"4094","Best Screenplay Based on Material from Another Medium","The French Lieutenant's Woman "," Harold Pinter based on the novel by John Fowles","nominated",1982,"https://en.wikipedia.org/wiki/54th_Academy_Awards",45,"Film",""
